index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
5,Finn Dahmen,1.0,de GER,GK,25-327,90,0,0,0,0,0,0,1,0,51,0,0,0,0.0,0.0,0.0,0,0,37,48,77.1,0,33,0,0,0,1.0,GK,37,48,77.1,925,541,8,8,100.0,19,19,100.0,10,21,47.6,0,0.0,0.0,0,0,0,0,0,1.0,GK,48,42,6,1,0,0,0,0,0,0,0,0,37,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1.0,GK,51,36,50,1,0,0,51,0,0,,0,,33,210,110,0,0,0,0,0,25,0,1.0,GK,1,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0.0,4.0,1.0,3.0,75.0,1.3,5.0,16.0,31.3,43.0,7.0,32.6,30.7,5.0,40.0,38.6,19.0,1.0,5.3,0.0,9.4,0,190
6,Iago,22.0,br BRA,"LB,DM",26-331,89,0,0,0,0,2,1,0,0,50,0,0,4,0.5,0.5,0.0,1,0,28,40,70.0,2,13,0,0,0,22.0,"LB,DM",28,40,70.0,488,175,10,13,76.9,15,19,78.9,1,4,25.0,0,0.0,0.1,1,3,0,0,2,22.0,"LB,DM",40,33,6,0,0,0,0,6,0,0,0,0,28,1,0,22.0,"LB,DM",0,0,0,0,0,0,1,0.0,1,4,1,3,0,0,2,0,22.0,"LB,DM",50,3,14,27,9,2,50,0,0,,0,,13,89,26,0,0,0,0,1,20,1,22.0,"LB,DM",0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,190
7,Jeffrey Gouweleeuw,6.0,nl NED,CB,32-222,90,0,0,0,0,0,0,1,0,68,2,0,3,0.0,0.0,0.0,0,0,44,55,80.0,3,33,3,0,0,6.0,CB,44,55,80.0,718,208,19,19,100.0,21,24,87.5,2,10,20.0,0,0.0,0.0,0,3,1,0,3,6.0,CB,55,49,6,5,0,0,0,0,0,0,0,0,44,0,0,6.0,CB,2,1,0,2,0,1,2,50.0,1,3,3,0,0,2,4,0,6.0,CB,68,12,35,31,4,0,68,0,0,,0,,33,273,192,3,1,0,1,1,37,2,6.0,CB,1,0,0,1,0,0,0,0,1,0,0,0,4,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,190
8,Kevin Mbabu,43.0,ch SUI,RB,28-304,73,0,0,0,0,0,0,0,0,37,2,1,1,0.0,0.0,0.0,1,0,11,29,37.9,1,17,0,2,0,43.0,RB,11,29,37.9,196,58,6,14,42.9,3,8,37.5,2,6,33.3,0,0.0,0.1,1,1,0,0,1,43.0,RB,29,22,7,0,0,0,1,7,0,0,0,0,11,0,3,43.0,RB,2,2,0,2,0,0,1,0.0,1,1,0,1,1,3,2,0,43.0,RB,37,1,11,20,7,2,37,2,0,0.0,2,100.0,17,64,19,0,0,0,0,1,19,1,43.0,RB,0,0,0,3,2,0,1,1,2,0,0,0,3,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,190
9,Kristijan Jakić,17.0,hr CRO,DM,26-279,90,0,0,0,0,0,0,0,0,49,2,0,2,0.0,0.0,0.1,2,0,28,40,70.0,5,25,2,2,1,17.0,DM,28,40,70.0,521,251,9,15,60.0,14,17,82.4,3,6,50.0,0,0.1,0.1,2,1,1,0,5,17.0,DM,40,40,0,0,0,2,1,0,0,0,0,0,28,0,0,17.0,DM,2,2,1,1,0,0,1,0.0,1,2,1,1,0,2,1,0,17.0,DM,49,3,15,23,11,1,49,2,1,50.0,1,50.0,25,130,82,2,1,0,1,3,27,0,17.0,DM,0,0,0,1,1,0,1,0,2,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,190
10,Mads Pedersen,3.0,dk DEN,"LB,DM",27-169,16,0,0,0,0,0,0,0,1,23,1,1,1,0.0,0.0,0.0,0,0,15,19,78.9,2,10,2,1,1,3.0,"LB,DM",15,19,78.9,294,57,5,7,71.4,7,8,87.5,2,2,100.0,0,0.0,0.0,0,0,1,0,2,3.0,"LB,DM",19,12,7,0,0,1,0,7,0,0,0,0,15,0,0,3.0,"LB,DM",1,1,0,0,1,0,1,0.0,1,1,1,0,1,2,0,0,3.0,"LB,DM",23,1,8,10,5,1,23,1,1,100.0,0,0.0,10,69,34,2,1,0,0,1,11,3,3.0,"LB,DM",0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,190
11,Ohis Felix Uduokhai,19.0,de GER,CB,26-161,90,0,0,0,0,0,0,0,0,71,2,4,1,0.0,0.0,0.0,0,0,39,50,78.0,5,23,1,0,0,19.0,CB,39,50,78.0,749,336,14,16,87.5,20,26,76.9,5,7,71.4,0,0.0,0.0,0,6,0,0,5,19.0,CB,50,44,6,3,0,0,0,0,0,0,0,0,39,0,0,19.0,CB,2,1,0,2,0,0,2,0.0,2,1,1,0,4,6,11,0,19.0,CB,71,16,37,33,1,1,71,0,0,,0,,23,108,69,1,0,0,2,0,30,0,19.0,CB,0,0,0,1,0,0,0,4,1,0,0,0,3,5,4,55.6,,,,,,,,,,,,,,,,,,,,,0,190
12,Pep Biel,11.0,es ESP,"AM,FW",27-165,45,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,2,0,13,16,81.3,0,15,0,0,0,11.0,"AM,FW",13,16,81.3,181,78,8,9,88.9,3,4,75.0,1,1,100.0,0,0.0,0.1,0,1,0,0,0,11.0,"AM,FW",16,16,0,0,0,0,0,0,0,0,0,0,13,0,0,11.0,"AM,FW",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,11.0,"AM,FW",21,0,8,8,5,1,21,0,0,,0,,15,85,26,0,0,0,5,0,18,3,11.0,"AM,FW",0,0,0,3,0,0,0,0,0,0,0,0,3,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,190
13,Phillip Tietz,21.0,de GER,FW,26-223,45,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,0,5,0,0,0,21.0,FW,3,7,42.9,49,16,2,3,66.7,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,21.0,FW,7,7,0,0,1,0,0,0,0,0,0,0,3,0,0,21.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,21.0,FW,12,2,3,3,6,1,12,0,0,,0,,5,24,7,0,0,0,0,1,4,1,21.0,FW,0,0,0,2,0,0,0,0,0,0,0,0,3,2,4,33.3,,,,,,,,,,,,,,,,,,,,,0,190
14,Robert Gumny,2.0,pl POL,RB,25-258,17,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,10,13,76.9,1,8,2,1,0,2.0,RB,10,13,76.9,136,42,7,8,87.5,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,2.0,RB,13,12,1,0,0,0,1,1,0,0,0,0,10,0,1,2.0,RB,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,2.0,RB,16,1,4,8,4,0,16,1,0,0.0,0,0.0,8,94,43,2,3,0,1,0,13,0,2.0,RB,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,190
15,Ruben Vargas,16.0,ch SUI,"LW,AM",25-196,90,0,0,0,0,2,1,0,0,43,1,1,0,0.2,0.2,0.0,1,0,17,32,53.1,4,24,2,4,2,16.0,"LW,AM",17,32,53.1,283,114,10,14,71.4,6,12,50.0,1,4,25.0,0,0.0,0.1,0,0,1,0,4,16.0,"LW,AM",32,29,3,0,0,1,3,3,0,0,0,0,17,0,2,16.0,"LW,AM",1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,16.0,"LW,AM",43,0,6,18,20,3,43,4,2,50.0,1,25.0,24,109,55,2,1,1,3,0,26,6,16.0,"LW,AM",0,0,0,2,1,1,3,1,0,0,0,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,190
0,15 Players,,,,,944,0,0,0,0,18,4,3,1,790,14,14,7,1.1,1.1,0.8,32,0,594,690,86.1,66,465,15,12,6,,,594,690,86.1,9918,3133,271,296,91.6,280,315,88.9,32,54,59.3,0,0.8,1.5,16,41,16,6,66,,,690,642,46,10,3,4,24,20,6,2,1,0,594,2,5,,,14,8,7,5,2,6,8,75.0,2,7,1,6,14,28,12,0,,,790,50,151,447,196,35,790,12,6,50.0,6,50.0,465,2719,1430,15,18,6,11,9,592,66,,,3,1,1,10,6,2,24,14,8,0,0,0,34,17,14,54.8,,,,,,,,,,,,,,,,,,,,,1,191
1,Andrej Kramarić,27.0,hr CRO,AM,32-243,90,0,0,0,0,2,0,0,0,75,1,1,2,0.2,0.2,0.2,6,0,56,65,86.2,8,49,4,1,1,27.0,AM,56,65,86.2,833,182,34,34,100.0,17,23,73.9,3,6,50.0,0,0.2,0.3,4,4,0,0,8,27.0,AM,65,61,4,1,2,1,5,0,2,1,0,0,56,0,0,27.0,AM,1,0,0,1,0,0,0,,0,2,1,1,1,2,0,0,27.0,AM,75,3,4,34,37,5,75,1,1,100.0,0,0.0,49,278,95,4,1,2,2,2,59,12,27.0,AM,0,0,0,0,1,1,5,1,0,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,191
2,Anton Stach,16.0,de GER,"RM,DM",25-094,90,0,0,0,0,3,1,0,0,107,4,3,2,0.1,0.1,0.1,2,0,81,92,88.0,8,71,1,1,1,16.0,"RM,DM",81,92,88.0,1420,290,38,41,92.7,38,39,97.4,5,10,50.0,0,0.1,0.1,1,7,0,0,8,16.0,"RM,DM",92,90,2,2,0,1,3,0,0,0,0,0,81,0,0,16.0,"RM,DM",4,2,3,0,1,1,2,50.0,1,2,0,2,3,7,1,0,16.0,"RM,DM",107,2,13,76,19,2,107,1,1,100.0,0,0.0,71,544,304,1,2,1,0,1,83,2,16.0,"RM,DM",0,0,0,0,1,0,3,3,2,0,0,0,3,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,191
3,Bambasé Conté,31.0,de GER,RM,20-225,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,31.0,RM,3,4,75.0,34,12,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,31.0,RM,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,31.0,RM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31.0,RM,5,1,1,3,1,0,5,0,0,,0,,4,30,16,0,0,0,0,0,4,1,31.0,RM,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,191
4,David Jurásek,19.0,cz CZE,LB,23-194,1,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,19.0,LB,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,19.0,LB,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0,LB,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,19.0,LB,3,0,0,0,3,0,3,0,0,,0,,1,35,0,0,1,0,1,0,2,0,19.0,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,191
5,Florian Grillitsch,11.0,at AUT,CB,28-194,90,0,0,0,0,1,0,0,0,124,1,4,0,0.0,0.0,0.0,1,0,105,115,91.3,11,82,2,0,0,11.0,CB,105,115,91.3,1958,672,29,32,90.6,69,75,92.0,6,7,85.7,0,0.0,0.0,0,6,0,0,11,11.0,CB,115,111,4,3,1,0,0,1,0,0,0,0,105,0,0,11.0,CB,1,1,1,0,0,1,1,100.0,0,0,0,0,4,5,3,0,11.0,CB,124,6,36,85,4,0,124,0,0,,0,,82,542,404,2,2,0,0,1,97,0,11.0,CB,0,0,0,0,1,0,0,4,1,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,191
6,Grischa Prömel,6.0,de GER,DM,29-039,28,0,0,0,0,0,0,0,0,20,0,1,0,0.0,0.0,0.0,0,0,13,19,68.4,1,8,0,0,0,6.0,DM,13,19,68.4,180,53,9,10,90.0,4,6,66.7,0,2,0.0,0,0.0,0.0,0,1,0,0,1,6.0,DM,19,19,0,0,0,1,0,0,0,0,0,0,13,0,0,6.0,DM,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,6.0,DM,20,1,2,18,0,0,20,0,0,,0,,8,45,25,0,0,0,0,0,15,0,6.0,DM,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,191
7,Ihlas Bebou,9.0,tg TOG,"FW,RM",29-300,80,0,0,0,0,3,2,0,0,23,0,0,0,0.3,0.3,0.1,3,0,12,19,63.2,1,12,1,1,1,9.0,"FW,RM",12,19,63.2,173,53,6,8,75.0,6,9,66.7,0,0,,0,0.1,0.2,2,1,2,1,1,9.0,"FW,RM",19,18,0,0,0,0,1,0,0,0,0,0,12,1,1,9.0,"FW,RM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,"FW,RM",23,0,0,7,16,6,23,1,1,100.0,0,0.0,12,57,22,1,1,0,0,0,17,7,9.0,"FW,RM",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,191
8,Maximilian Beier,14.0,de GER,"FW,LM",21-123,90,0,0,0,0,4,1,0,0,41,0,1,1,0.2,0.2,0.0,5,0,23,31,74.2,5,28,1,3,2,14.0,"FW,LM",23,31,74.2,290,55,16,18,88.9,6,9,66.7,0,0,,0,0.0,0.2,1,1,3,0,5,14.0,"FW,LM",31,29,2,0,0,0,3,2,0,0,0,0,23,0,3,14.0,"FW,LM",0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,14.0,"FW,LM",41,1,5,14,23,7,41,3,2,66.7,1,33.3,28,116,48,1,1,2,2,2,33,14,14.0,"FW,LM",0,0,0,0,1,1,3,1,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,191
9,Oliver Baumann,1.0,de GER,GK,33-260,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,38,41,92.7,0,16,0,0,0,1.0,GK,38,41,92.7,707,516,15,15,100.0,19,19,100.0,3,6,50.0,0,0.0,0.0,0,1,0,0,0,1.0,GK,41,33,8,0,0,0,0,0,0,0,0,0,38,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,43,29,40,3,0,0,43,0,0,,0,,16,88,42,0,0,0,0,0,28,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,3.0,1.0,2.0,66.7,1.5,1.0,4.0,25.0,33.0,6.0,9.1,21.9,8.0,12.5,20.6,8.0,0.0,0.0,0.0,21.0,1,191
10,Ozan Kabak,5.0,tr TUR,CB,23-329,90,0,0,0,0,1,0,0,0,122,5,3,0,0.0,0.0,0.0,0,0,100,111,90.1,8,86,0,0,0,5.0,CB,100,111,90.1,1772,539,37,40,92.5,59,61,96.7,4,8,50.0,0,0.0,0.0,0,6,0,0,8,5.0,CB,111,110,0,0,0,1,0,0,0,0,0,0,100,1,0,5.0,CB,5,4,3,2,0,2,2,100.0,0,0,0,0,3,8,1,0,5.0,CB,122,1,28,90,5,1,122,0,0,,0,,86,333,176,0,1,0,1,1,99,1,5.0,CB,0,0,0,2,0,0,0,3,4,0,0,0,5,2,4,33.3,,,,,,,,,,,,,,,,,,,,,1,191
11,Pavel Kadeřábek,3.0,cz CZE,RB,31-298,89,0,0,0,0,0,0,1,0,88,2,0,0,0.0,0.0,0.1,6,0,74,82,90.2,10,49,2,2,0,3.0,RB,74,82,90.2,1153,380,42,44,95.5,25,29,86.2,6,6,100.0,0,0.1,0.3,3,6,6,3,10,3.0,RB,82,71,11,1,0,0,4,10,0,0,0,0,74,0,1,3.0,RB,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,1,0,3.0,RB,88,1,6,53,29,2,88,2,0,0.0,2,100.0,49,250,140,2,5,0,1,0,67,6,3.0,RB,1,0,0,1,1,0,4,0,1,0,0,0,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,191
12,Robert Skov,29.0,dk DEN,"LB,RB",27-273,45,0,0,0,0,2,0,0,0,57,0,0,0,0.1,0.1,0.0,3,0,45,52,86.5,7,27,3,1,1,29.0,"LB,RB",45,52,86.5,716,198,22,24,91.7,20,22,90.9,2,5,40.0,0,0.0,0.1,1,3,3,1,7,29.0,"LB,RB",52,43,9,1,0,0,5,4,4,1,1,0,45,0,0,29.0,"LB,RB",0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,29.0,"LB,RB",57,0,6,27,24,3,57,1,1,100.0,0,0.0,27,164,94,3,3,0,1,1,38,7,29.0,"LB,RB",0,0,0,0,0,0,5,0,0,0,0,0,4,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,191
13,Stanley N'Soki,34.0,fr FRA,LB,24-314,44,0,0,0,0,0,0,2,1,29,1,0,1,0.0,0.0,0.0,1,0,15,18,83.3,2,9,0,1,0,34.0,LB,15,18,83.3,280,81,6,7,85.7,6,8,75.0,2,2,100.0,0,0.0,0.1,1,0,0,0,2,34.0,LB,18,14,4,1,0,0,1,3,0,0,0,0,15,0,0,34.0,LB,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0,34.0,LB,29,4,8,12,9,1,29,1,0,0.0,1,100.0,9,48,24,0,1,0,2,0,10,2,34.0,LB,2,1,1,3,0,0,1,0,0,0,0,0,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,191
14,Umut Tohumcu,40.0,de GER,LM,19-190,45,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,1,0,17,19,89.5,3,11,0,1,0,40.0,LM,17,19,89.5,289,69,9,10,90.0,7,8,87.5,1,1,100.0,0,0.0,0.1,0,2,2,1,3,40.0,LM,19,18,1,1,0,0,1,0,0,0,0,0,17,0,0,40.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,40.0,LM,23,1,2,15,6,0,23,1,0,0.0,1,100.0,11,38,22,0,0,0,0,0,16,1,40.0,LM,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,191
0,16 Players,,,,,944,1,1,0,0,10,3,4,1,460,15,10,12,1.4,1.4,0.9,14,2,263,356,73.9,23,212,14,8,2,,,263,356,73.9,5031,2259,108,124,87.1,105,135,77.8,41,70,58.6,1,0.9,0.7,6,22,6,1,23,,,356,306,48,11,7,2,14,27,2,0,1,0,263,2,8,,,15,10,8,5,2,6,12,50.0,6,12,8,4,10,25,27,1,,,460,80,201,181,81,18,460,8,2,25.0,6,75.0,212,1138,594,14,10,4,11,8,261,23,,,4,1,1,8,10,2,14,10,10,0,0,0,31,14,17,45.2,,,,,,,,,,,,,,,,,,,,,0,191
1,Alex Král,33.0,cz CZE,CM,25-274,85,0,0,0,0,0,0,0,0,23,1,1,1,0.0,0.0,0.0,2,0,13,18,72.2,1,12,0,0,0,33.0,CM,13,18,72.2,201,38,5,5,100.0,6,9,66.7,1,2,50.0,0,0.0,0.0,0,2,0,0,1,33.0,CM,18,17,0,0,2,0,0,0,0,0,0,0,13,1,0,33.0,CM,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0,33.0,CM,23,0,7,11,5,2,23,0,0,,0,,12,109,36,0,1,0,2,1,14,1,33.0,CM,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,191
2,Aïssa Laïdouni,20.0,tn TUN,CM,27-066,65,0,0,0,0,2,1,0,0,46,1,0,1,0.2,0.2,0.0,0,0,30,36,83.3,3,29,2,3,1,20.0,CM,30,36,83.3,438,110,18,18,100.0,10,14,71.4,1,2,50.0,0,0.0,0.0,0,0,2,0,3,20.0,CM,36,36,0,0,1,0,1,0,0,0,0,0,30,0,0,20.0,CM,1,1,0,1,0,0,0,,0,1,0,1,0,1,1,0,20.0,CM,46,5,13,20,14,4,46,3,1,33.3,2,66.7,29,138,65,2,0,1,0,1,34,3,20.0,CM,0,0,0,0,2,0,1,0,1,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,191
3,Benedict Hollerbach,16.0,de GER,FW,22-276,65,0,0,0,0,1,0,0,0,31,1,0,0,0.3,0.3,0.0,0,0,11,18,61.1,1,19,2,4,0,16.0,FW,11,18,61.1,139,25,7,8,87.5,3,5,60.0,1,2,50.0,0,0.0,0.0,0,1,1,0,1,16.0,FW,18,18,0,0,0,0,2,0,0,0,0,0,11,0,2,16.0,FW,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,16.0,FW,31,0,3,17,11,3,31,4,0,0.0,4,100.0,19,128,29,2,1,2,4,3,25,5,16.0,FW,0,0,0,0,0,1,2,0,0,0,0,0,1,5,4,55.6,,,,,,,,,,,,,,,,,,,,,0,191
4,Brenden Aaronson,7.0,us USA,CM,23-118,25,1,0,0,0,1,1,0,0,9,0,1,1,0.5,0.5,0.3,1,0,4,5,80.0,1,7,2,0,0,7.0,CM,4,5,80.0,46,12,4,4,100.0,0,1,0.0,0,0,,0,0.3,0.3,1,0,1,0,1,7.0,CM,5,5,0,0,2,0,0,0,0,0,0,0,4,0,0,7.0,CM,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,7.0,CM,9,0,4,3,3,1,9,0,0,,0,,7,56,30,2,2,0,0,0,5,1,7.0,CM,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,191
5,Christopher Trimmel,28.0,at AUT,WB,36-358,80,0,0,0,0,0,0,0,0,56,1,1,0,0.0,0.0,0.1,2,0,35,48,72.9,4,19,2,0,0,28.0,WB,35,48,72.9,764,493,15,18,83.3,11,16,68.8,8,8,100.0,0,0.1,0.1,2,5,2,1,4,28.0,WB,48,32,15,0,0,1,2,15,0,0,0,0,35,1,2,28.0,WB,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,3,0,28.0,WB,56,6,22,26,8,0,56,0,0,,0,,19,96,55,2,2,0,0,0,25,1,28.0,WB,0,0,0,0,0,0,2,1,1,0,0,0,4,3,3,50.0,,,,,,,,,,,,,,,,,,,,,0,191
6,Danilho Doekhi,5.0,nl NED,CB,25-232,90,0,0,0,0,0,0,1,0,35,2,1,2,0.0,0.0,0.0,1,0,16,25,64.0,1,14,0,0,0,5.0,CB,16,25,64.0,243,58,7,10,70.0,8,10,80.0,0,3,0.0,0,0.0,0.0,0,1,0,0,1,5.0,CB,25,23,2,2,0,0,0,0,0,0,0,0,16,0,0,5.0,CB,2,1,1,1,0,1,1,100.0,0,2,2,0,1,3,3,1,5.0,CB,35,7,21,14,1,0,35,0,0,,0,,14,55,46,0,1,0,1,0,16,0,5.0,CB,1,0,0,1,0,0,0,1,1,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,191
7,Diogo Leite,4.0,pt POR,CB,25-025,90,0,0,0,0,0,0,1,0,49,3,1,2,0.0,0.0,0.0,1,0,28,38,73.7,2,15,0,0,0,4.0,CB,28,38,73.7,574,249,8,9,88.9,13,17,76.5,6,9,66.7,0,0.0,0.0,0,6,0,0,2,4.0,CB,38,37,1,1,0,0,0,0,0,0,0,0,28,0,1,4.0,CB,3,2,2,0,1,2,2,100.0,0,2,2,0,1,4,4,0,4.0,CB,49,8,24,23,2,0,49,0,0,,0,,15,71,52,0,0,0,0,0,29,0,4.0,CB,1,0,0,1,1,0,0,1,2,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,191
8,Frederik Rønnow,1.0,dk DEN,GK,31-197,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,41,61.0,0,21,0,0,0,1.0,GK,25,41,61.0,632,434,6,6,100.0,14,15,93.3,5,20,25.0,0,0.0,0.0,0,0,0,0,0,1.0,GK,41,30,11,4,0,0,0,0,0,0,0,0,25,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,42,32,42,0,0,0,42,0,0,,0,,21,114,66,0,0,0,0,0,18,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4.0,0.0,4.0,100.0,0.5,4.0,17.0,23.5,34.0,8.0,35.3,33.0,7.0,71.4,48.6,21.0,1.0,4.8,1.0,9.8,0,191
