index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
13,Sergi Roberto,20.0,es ESP,RB,25-200,90,0,0,0,0,0,0,1,0,97,1,3,2,0.0,0.0,0.0,2,0,81,88,92.0,10,55,2,2,1,20.0,RB,81,88,92.0,1245,339,47,48,97.9,26,27,96.3,5,7,71.4,0,0.0,0.1,0,5,1,0,10,20.0,RB,88,76,12,1,0,0,3,11,0,0,0,0,81,0,3,20.0,RB,1,1,0,1,0,1,3,33.3,2,2,1,1,3,4,0,0,20.0,RB,97,2,13,39,46,2,97,2,1,50.0,1,50.0,55,243,118,2,3,0,2,0,65,11,20.0,RB,1,0,0,1,1,0,3,3,1,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,12
0,14 Players,,,,,990,1,0,0,0,15,4,3,0,497,20,15,5,1.5,1.5,0.9,27,1,302,395,76.5,32,274,14,25,20,,,302,395,76.5,6411,2412,111,126,88.1,141,168,83.9,50,93,53.8,0,0.9,0.9,12,30,3,1,32,,,395,339,53,16,4,10,20,25,2,0,1,0,302,3,3,,,20,11,7,11,2,6,22,27.3,16,5,2,3,15,35,23,0,,,497,50,138,233,133,19,497,25,20,80.0,5,20.0,274,1349,634,14,11,5,17,9,301,32,,,3,0,0,11,15,3,20,15,11,0,0,0,42,22,5,81.5,,,,,,,,,,,,,,,,,,,,,1,13
1,Aday,11.0,es ESP,WB,29-253,90,0,0,0,0,1,1,0,0,59,1,1,0,0.0,0.0,0.0,4,0,39,50,78.0,1,36,4,2,2,11.0,WB,39,50,78.0,705,155,20,22,90.9,13,17,76.5,6,10,60.0,0,0.0,0.1,1,0,1,1,1,11.0,WB,50,41,9,0,0,0,4,9,0,0,0,0,39,0,0,11.0,WB,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,4,0,11.0,WB,59,3,12,24,24,1,59,2,2,100.0,0,0.0,36,233,111,4,2,1,1,0,35,7,11.0,WB,0,0,0,0,0,1,4,1,1,0,0,0,4,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,13
2,Bernardo Espinosa,2.0,co COL,CB,28-046,90,0,0,0,0,2,0,0,0,43,1,0,1,0.2,0.2,0.0,1,0,28,32,87.5,3,21,0,0,0,2.0,CB,28,32,87.5,655,326,5,5,100.0,18,18,100.0,5,8,62.5,0,0.0,0.0,0,2,0,0,3,2.0,CB,32,31,0,0,0,1,0,0,0,0,0,0,28,1,0,2.0,CB,1,0,1,0,0,0,1,0.0,1,1,1,0,0,1,6,0,2.0,CB,43,8,24,17,3,3,43,0,0,,0,,21,69,33,0,0,0,1,0,26,0,2.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,13
3,Borja García,24.0,es ESP,AM,26-297,85,0,0,0,0,2,0,0,0,53,1,0,0,0.1,0.1,0.4,7,0,36,45,80.0,8,41,3,6,4,24.0,AM,36,45,80.0,638,172,20,21,95.2,12,17,70.6,4,5,80.0,0,0.4,0.2,4,5,2,0,8,24.0,AM,45,43,2,1,1,1,4,0,1,0,1,0,36,0,0,24.0,AM,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,24.0,AM,53,0,5,27,23,2,53,6,4,66.7,2,33.3,41,201,119,3,3,0,1,1,43,6,24.0,AM,0,0,0,0,6,0,4,0,1,0,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,1,13
4,Cristhian Stuani,7.0,uy URU,FW,30-318,80,0,0,0,0,2,0,0,0,26,1,0,0,0.3,0.3,0.1,2,0,12,18,66.7,0,15,0,1,1,7.0,FW,12,18,66.7,124,16,10,13,76.9,2,5,40.0,0,0,,0,0.1,0.0,2,0,0,0,0,7.0,FW,18,17,1,0,0,0,0,0,0,0,0,0,12,0,0,7.0,FW,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,7.0,FW,26,0,1,16,9,2,26,1,1,100.0,0,0.0,15,52,7,0,0,1,3,3,23,4,7.0,FW,0,0,0,1,3,1,0,0,1,0,0,0,0,8,1,88.9,,,,,,,,,,,,,,,,,,,,,1,13
5,Douglas Luiz,12.0,br BRA,AM,19-109,18,0,0,0,0,1,1,0,0,6,1,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,5,1,2,2,12.0,AM,2,2,100.0,52,34,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.3,0,1,0,0,1,12.0,AM,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,12.0,AM,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,12.0,AM,6,0,3,1,2,1,6,2,2,100.0,0,0.0,5,37,23,1,0,1,0,2,3,1,12.0,AM,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,13
6,Gorka Iraizoz,1.0,es ESP,GK,36-173,90,0,0,0,0,0,0,1,0,30,0,0,0,0.0,0.0,0.0,0,0,15,28,53.6,0,14,0,0,0,1.0,GK,15,28,53.6,699,640,0,0,,4,4,100.0,11,24,45.8,0,0.0,0.0,0,1,0,0,0,1.0,GK,28,17,11,2,0,0,0,0,0,0,0,0,15,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,30,28,30,0,0,0,30,0,0,,0,,14,101,68,0,0,0,0,0,11,0,1.0,GK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,2.0,100.0,0.3,11.0,24.0,45.8,19.0,2.0,84.2,49.6,9.0,88.9,53.7,15.0,2.0,13.3,0.0,5.5,1,13
7,Juanpe,15.0,es ESP,"CM,AM",26-118,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,15.0,"CM,AM",0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,15.0,"CM,AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,"CM,AM",0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,15.0,"CM,AM",1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,15.0,"CM,AM",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,13
8,Marc Muniesa,20.0,es ESP,CB,25-152,90,0,0,0,0,0,0,1,0,47,4,5,1,0.0,0.0,0.0,0,0,28,35,80.0,2,25,1,0,0,20.0,CB,28,35,80.0,560,238,9,12,75.0,15,18,83.3,4,5,80.0,0,0.0,0.0,0,2,0,0,2,20.0,CB,35,34,1,1,0,0,0,0,0,0,0,0,28,0,0,20.0,CB,4,1,1,3,0,1,1,100.0,0,1,0,1,5,9,4,0,20.0,CB,47,5,16,28,3,0,47,0,0,,0,,25,107,66,1,1,0,0,0,27,0,20.0,CB,1,0,0,1,0,0,0,5,1,0,0,0,2,4,0,100.0,,,,,,,,,,,,,,,,,,,,,1,13
9,Olarenwaju Kayode,18.0,ng NGA,FW,24-110,10,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,2,0,0,0,18.0,FW,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,18.0,FW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,FW,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,18.0,FW,2,0,0,1,1,1,2,0,0,,0,,2,11,9,0,0,0,1,0,1,0,18.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,13
10,Pablo Maffeo,25.0,es ESP,WB,20-045,90,0,0,0,0,1,0,0,0,47,2,1,0,0.0,0.0,0.0,2,0,30,37,81.1,2,18,0,1,1,25.0,WB,30,37,81.1,567,139,10,10,100.0,18,19,94.7,2,8,25.0,0,0.0,0.0,0,4,0,0,2,25.0,WB,37,20,17,1,0,0,2,16,0,0,0,0,30,0,0,25.0,WB,2,0,2,0,0,2,3,66.7,1,0,0,0,1,3,4,0,25.0,WB,47,1,12,21,14,2,47,1,1,100.0,0,0.0,18,80,10,0,0,0,4,1,18,3,25.0,WB,0,0,0,0,1,0,2,1,0,0,0,0,4,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,13
11,Pedro Alcalá,5.0,es ESP,CB,28-160,90,1,0,0,0,2,1,0,0,56,1,3,1,0.6,0.6,0.0,1,0,34,47,72.3,4,26,0,4,4,5.0,CB,34,47,72.3,837,204,7,11,63.6,20,23,87.0,7,13,53.8,0,0.0,0.0,0,4,0,0,4,5.0,CB,47,46,1,1,0,4,1,0,0,0,0,0,34,0,1,5.0,CB,1,1,0,1,0,0,0,,0,1,1,0,3,4,1,0,5.0,CB,56,3,22,28,6,2,56,4,4,100.0,0,0.0,26,74,41,0,1,0,1,0,33,0,5.0,CB,0,0,0,2,0,0,1,3,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,13
12,Pere Pons,8.0,es ESP,CM,24-187,90,0,0,0,0,0,0,0,0,35,5,3,1,0.0,0.0,0.0,1,0,17,25,68.0,2,19,1,2,2,8.0,CM,17,25,68.0,240,81,11,11,100.0,6,12,50.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2,8.0,CM,25,25,0,0,2,0,0,0,0,0,0,0,17,0,0,8.0,CM,5,3,2,3,0,1,7,14.3,6,1,0,1,3,8,1,0,8.0,CM,35,0,8,20,8,0,35,2,2,100.0,0,0.0,19,67,30,1,1,0,3,0,20,1,8.0,CM,0,0,0,3,0,0,0,3,3,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,13
13,Portu,9.0,es ESP,AM,25-097,72,0,0,0,0,3,1,0,0,23,1,0,0,0.2,0.2,0.0,1,1,9,12,75.0,0,16,2,4,1,9.0,AM,9,12,75.0,146,10,6,7,85.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,0,9.0,AM,12,11,0,0,0,1,1,0,0,0,0,0,9,1,1,9.0,AM,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,9.0,AM,23,0,0,7,16,5,23,4,1,25.0,3,75.0,16,122,48,2,1,2,2,2,21,7,9.0,AM,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,13
0,15 Players,,,,,990,0,0,0,0,7,2,4,0,565,14,7,6,0.4,0.4,0.3,12,0,377,479,78.7,29,333,14,22,16,,,377,479,78.7,6651,2449,159,179,88.8,182,212,85.8,31,72,43.1,0,0.3,0.5,4,23,5,0,29,,,479,429,49,14,2,3,20,20,3,2,1,0,377,1,7,,,14,11,11,1,2,5,25,20.0,20,6,4,2,7,21,21,0,,,565,61,201,275,98,12,565,22,16,72.7,6,27.3,333,1642,747,14,14,3,10,14,374,29,,,4,0,0,15,10,1,20,7,11,0,0,0,38,5,22,18.5,,,,,,,,,,,,,,,,,,,,,0,13
1,Adrián González,8.0,es ESP,"AM,DM,CM",29-093,90,0,0,0,0,1,0,0,0,26,1,0,2,0.1,0.1,0.1,1,0,18,18,100.0,2,17,0,0,0,8.0,"AM,DM,CM",18,18,100.0,293,83,8,8,100.0,7,7,100.0,2,2,100.0,0,0.1,0.0,1,3,2,0,2,8.0,"AM,DM,CM",18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,8.0,"AM,DM,CM",1,1,0,1,0,0,3,0.0,3,2,1,1,0,1,1,0,8.0,"AM,DM,CM",26,2,5,14,8,1,26,0,0,,0,,17,81,30,0,2,0,0,4,17,2,8.0,"AM,DM,CM",0,0,0,1,3,0,0,0,1,0,0,0,4,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,13
2,Borja Bastón,9.0,es ESP,FW,25-001,90,0,0,0,0,2,1,0,0,24,0,0,0,0.1,0.1,0.0,1,0,11,18,61.1,0,14,1,1,0,9.0,FW,11,18,61.1,129,37,9,11,81.8,1,2,50.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,9.0,FW,18,16,2,0,0,0,0,0,0,0,0,0,11,0,1,9.0,FW,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0,9.0,FW,24,2,2,12,10,5,24,1,0,0.0,1,100.0,14,40,16,1,0,1,2,0,17,6,9.0,FW,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,13
3,Javier Ontiveros,17.0,es ESP,"RW,RM,DM",19-351,37,0,0,0,0,0,0,1,0,21,0,0,0,0.0,0.0,0.0,0,0,14,17,82.4,0,17,2,1,0,17.0,"RW,RM,DM",14,17,82.4,204,21,9,9,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,17.0,"RW,RM,DM",17,16,1,0,0,0,2,1,0,0,0,0,14,0,2,17.0,"RW,RM,DM",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,17.0,"RW,RM,DM",21,0,2,14,6,0,21,1,0,0.0,1,100.0,17,128,82,2,0,0,1,3,17,2,17.0,"RW,RM,DM",1,0,0,1,0,0,2,0,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,13
4,Jony,21.0,es ESP,"LW,LM",26-048,45,0,0,0,0,1,1,0,0,25,1,0,0,0.1,0.1,0.0,1,0,9,18,50.0,1,16,3,4,1,21.0,"LW,LM",9,18,50.0,124,36,5,6,83.3,4,6,66.7,0,5,0.0,0,0.0,0.0,0,1,0,0,1,21.0,"LW,LM",18,17,1,0,0,0,5,1,0,0,0,0,9,0,1,21.0,"LW,LM",1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,21.0,"LW,LM",25,1,2,7,16,1,25,4,1,25.0,3,75.0,16,119,64,3,3,1,2,0,17,5,21.0,"LW,LM",0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,13
5,Juankar,7.0,es ESP,"LB,CB",27-149,90,0,0,0,0,0,0,0,0,77,3,1,1,0.0,0.0,0.0,1,0,52,66,78.8,7,33,1,3,3,7.0,"LB,CB",52,66,78.8,861,375,29,33,87.9,20,27,74.1,3,6,50.0,0,0.0,0.0,0,2,0,0,7,7.0,"LB,CB",66,56,10,2,0,0,4,8,0,0,0,0,52,0,0,7.0,"LB,CB",3,3,2,0,1,1,4,25.0,3,1,1,0,1,4,5,0,7.0,"LB,CB",77,6,27,39,12,0,77,3,3,100.0,0,0.0,33,158,97,1,2,0,0,0,49,3,7.0,"LB,CB",0,0,0,0,0,0,4,1,3,0,0,0,5,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,13
6,Juanpi,10.0,ve VEN,RW,23-214,45,0,0,0,0,1,0,0,0,15,0,0,0,0.1,0.1,0.0,1,0,7,12,58.3,1,9,1,1,1,10.0,RW,7,12,58.3,94,36,6,8,75.0,0,3,0.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1,10.0,RW,12,11,1,0,0,0,1,0,1,1,0,0,7,0,0,10.0,RW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,10.0,RW,15,0,1,8,6,1,15,1,1,100.0,0,0.0,9,34,15,1,0,1,2,1,12,1,10.0,RW,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,13
7,Luis Hernández,4.0,es ESP,CB,28-134,90,0,0,0,0,0,0,0,0,69,4,2,0,0.0,0.0,0.0,0,0,44,55,80.0,0,36,0,0,0,4.0,CB,44,55,80.0,849,373,13,15,86.7,29,32,90.6,2,8,25.0,0,0.0,0.0,0,0,0,0,0,4.0,CB,55,51,4,1,0,1,0,3,0,0,0,0,44,0,0,4.0,CB,4,3,4,0,0,1,1,100.0,0,0,0,0,2,6,6,0,4.0,CB,69,5,32,33,4,0,69,0,0,,0,,36,125,70,0,0,0,0,0,41,0,4.0,CB,0,0,0,1,0,0,0,2,3,0,0,0,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,0,13
8,Paul Baysse,22.0,fr FRA,CB,29-100,90,0,0,0,0,0,0,0,0,78,3,1,2,0.0,0.0,0.0,0,0,61,67,91.0,1,47,0,0,0,22.0,CB,61,67,91.0,1222,343,14,15,93.3,42,45,93.3,5,6,83.3,0,0.0,0.0,0,0,0,0,1,22.0,CB,67,64,3,3,0,0,0,0,0,0,0,0,61,0,0,22.0,CB,3,2,3,0,0,2,2,100.0,0,2,2,0,1,4,5,0,22.0,CB,78,8,53,26,0,0,78,0,0,,0,,47,215,71,0,0,0,0,0,50,0,22.0,CB,0,0,0,1,0,0,0,1,2,0,0,0,7,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,13
9,Recio,14.0,es ESP,"DM,CM",26-227,90,0,0,0,0,0,0,1,0,69,1,0,0,0.0,0.0,0.1,1,0,55,64,85.9,7,49,1,3,3,14.0,"DM,CM",55,64,85.9,947,307,25,29,86.2,23,24,95.8,5,8,62.5,0,0.1,0.3,1,7,1,0,7,14.0,"DM,CM",64,57,6,5,2,0,1,0,1,1,0,0,55,1,0,14.0,"DM,CM",1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,1,0,14.0,"DM,CM",69,2,10,54,6,0,69,3,3,100.0,0,0.0,49,231,91,1,2,0,1,2,52,0,14.0,"DM,CM",1,0,0,4,5,0,1,0,1,0,0,0,6,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,13
10,Roberto,1.0,es ESP,GK,31-197,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,24,35,68.6,0,20,0,0,0,1.0,GK,24,35,68.6,636,495,2,2,100.0,14,14,100.0,8,19,42.1,0,0.0,0.0,0,0,0,0,0,1.0,GK,35,23,12,2,0,0,0,0,0,0,0,0,24,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,38,34,38,0,0,0,38,0,0,,0,,20,85,46,0,0,0,0,0,16,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,4.0,1.0,3.0,75.0,1.4,3.0,14.0,21.4,25.0,6.0,24.0,29.8,10.0,80.0,50.0,16.0,1.0,6.3,1.0,16.5,0,13
11,Roberto Rosales,18.0,ve VEN,RB,28-279,81,0,0,0,0,0,0,0,0,35,0,1,0,0.0,0.0,0.0,1,0,20,29,69.0,1,14,0,1,1,18.0,RB,20,29,69.0,309,157,10,11,90.9,10,16,62.5,0,1,0.0,0,0.0,0.0,0,2,0,0,1,18.0,RB,29,23,6,0,0,0,1,6,0,0,0,0,20,0,1,18.0,RB,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,18.0,RB,35,1,16,15,4,1,35,1,1,100.0,0,0.0,14,45,13,0,0,0,1,0,17,2,18.0,RB,0,0,0,2,0,0,1,1,0,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,13
12,Youssef En-Nesyri,26.0,ma MAR,"RB,LW",20-086,9,0,0,0,0,1,0,0,0,5,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,1,0,0,0,0,26.0,"RB,LW",2,4,50.0,20,9,2,3,66.7,0,0,,0,0,,0,0.1,0.0,1,0,1,0,1,26.0,"RB,LW",4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,26.0,"RB,LW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.0,"RB,LW",5,0,0,2,3,1,5,0,0,,0,,0,0,0,0,0,0,0,0,1,1,26.0,"RB,LW",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,13
13,Zdravko Kuzmanović,6.0,rs SRB,DM,29-338,53,0,0,0,0,0,0,0,0,29,0,1,0,0.0,0.0,0.1,1,0,27,28,96.4,4,22,0,1,1,6.0,DM,27,28,96.4,418,121,12,12,100.0,14,15,93.3,1,1,100.0,0,0.1,0.0,1,1,0,0,4,6.0,DM,28,27,1,1,0,0,0,0,0,0,0,0,27,0,0,6.0,DM,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,6.0,DM,29,0,7,20,3,0,29,1,1,100.0,0,0.0,22,111,37,0,1,0,0,3,26,0,6.0,DM,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,13
0,14 Players,,,,,975,2,0,1,1,23,4,2,1,563,11,4,9,2.4,1.6,1.5,43,3,379,468,81.0,42,334,38,27,13,,,379,468,81.0,7335,2595,180,197,91.4,129,148,87.2,64,100,64.0,0,1.5,1.6,19,30,12,5,42,,,468,405,63,16,3,16,34,34,6,0,4,1,379,0,8,,,11,9,1,7,3,5,8,62.5,3,9,2,7,4,15,8,0,,,563,27,102,238,230,35,562,27,13,48.1,14,51.9,334,2090,1205,38,21,6,13,8,376,41,,,2,1,1,11,10,0,34,4,9,1,0,0,43,14,9,60.9,,,,,,,,,,,,,,,,,,,,,1,14
1,Cheick Doukouré,5.0,ci CIV,"DM,AM",24-349,6,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,1,0,0,5.0,"DM,AM",4,5,80.0,64,19,2,2,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,5.0,"DM,AM",5,5,0,0,1,0,0,0,0,0,0,0,4,0,0,5.0,"DM,AM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5.0,"DM,AM",5,0,0,4,1,0,5,0,0,,0,,4,48,31,1,1,0,0,0,5,0,5.0,"DM,AM",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,14
2,Chema,6.0,es ESP,CB,25-176,90,0,0,0,0,1,0,0,0,47,2,1,3,0.1,0.1,0.0,1,0,31,36,86.1,1,29,1,0,0,6.0,CB,31,36,86.1,733,327,9,9,100.0,11,11,100.0,10,15,66.7,0,0.0,0.0,0,2,0,0,1,6.0,CB,36,36,0,0,0,2,0,0,0,0,0,0,31,0,0,6.0,CB,2,2,1,1,0,1,1,100.0,0,3,0,3,1,3,4,0,6.0,CB,47,4,21,23,3,2,47,0,0,,0,,29,137,71,1,0,0,0,0,33,0,6.0,CB,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,14
3,Emmanuel Boateng,21.0,gh GHA,FW,21-095,23,0,0,0,0,1,0,0,0,7,0,0,1,0.0,0.0,0.0,1,0,2,5,40.0,0,2,1,0,0,21.0,FW,2,5,40.0,28,10,1,4,25.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,21.0,FW,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,21.0,FW,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,21.0,FW,7,0,2,3,2,0,7,0,0,,0,,2,18,13,1,1,0,0,0,5,2,21.0,FW,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,14
4,Enis Bardhi,10.0,mk MKD,AM,22-055,84,1,0,0,0,4,1,0,0,56,0,0,0,0.4,0.4,0.3,12,1,39,48,81.3,5,34,3,2,2,10.0,AM,39,48,81.3,634,140,23,24,95.8,10,14,71.4,5,8,62.5,0,0.3,0.3,7,4,0,0,5,10.0,AM,48,40,8,3,0,0,8,0,5,0,3,1,39,0,1,10.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,AM,56,0,2,19,36,3,56,2,2,100.0,0,0.0,34,183,78,3,2,0,2,1,39,4,10.0,AM,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,14
5,Ivi,14.0,es ESP,"LW,RB",23-058,26,1,0,1,1,1,0,0,0,12,0,0,0,0.8,0.0,0.0,1,1,8,9,88.9,3,10,2,2,1,14.0,"LW,RB",8,9,88.9,206,26,3,3,100.0,2,2,100.0,3,3,100.0,0,0.0,0.0,0,2,0,0,3,14.0,"LW,RB",9,7,2,0,0,1,1,2,0,0,0,0,8,0,1,14.0,"LW,RB",0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,14.0,"LW,RB",12,0,1,2,9,4,11,2,1,50.0,1,50.0,10,66,31,2,0,2,1,3,10,1,14.0,"LW,RB",0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,14
